RowID;In which country do you work?;What type of organization do you work for?;Name of your organization:  (optional;Which role applies primarily to you?;Which other role applies to you?  (optional;At what political level?;At what other political level?  (optional;What is your gender identity?;What are your main fields of application?;In which other fields of applications do your work?  (optional;What is your age?;You are primarily...;What type of geospatial data do you primarily use?;What kind of other environmental data sets do you use?  (optiona;What other geospatial data sets do you use?  (optional;At what level of scale do you primarily work with geospatial data?;What level of scale you primarily work with geospatial data? (optional);How important are the following features of geospatial data to you?: Data is easy to find online.;How important are the following features of geospatial data to you?: Data has a clear and accessible license.;How important are the following features of geospatial data to you?: Data can be retrieved via domain-relevant community standards.;How important are the following features of geospatial data to you?: Data can be retrieved via open protocols.;How important are the following features of geospatial data to you?: Data is rich with understandable metadata.;How important are the following features of geospatial data to you?: Data is interoperable with other data sets.;How important are the following features of geospatial data to you?: Data can be easily integrated in existing workflows.;How important are the following features of geospatial data to you?: Source of data is well transparent and documented.;How important are the following features of geospatial data to you?: Data can be reproduced.;How important are the following features of geospatial data to you?: Data is open.;Other features that are very or extremely important to you?  (optional;How problematic do you find the following features of geospatial data?: Data are not open.;How problematic do you find the following features of geospatial data?: Data have poor / incomplete metadata.;How problematic do you find the following features of geospatial data?: Data are not available in the right formats.;How problematic do you find the following features of geospatial data?: Data need to be ordered.;How problematic do you find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to you? (optional;What is your favorite approach to finding geospatial data?;Which other approach you use to find geospatial data? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles for you?: Data must be easy and quick to find.;How important are the following FAIR principles for you?: Data must be easily accessible.;How important are the following FAIR principles for you?: Data must be easily integrated into existing applications.;How important are the following FAIR principles for you?: Data must be interoperable with other data sets.;How important are the following FAIR principles for you?: Data must be reproducible.;How important are the following FAIR principles for you?: Data must be reusable.;Have you already worked with FAIR data?;Which FAIR data sets have you worked with? (optional);For what specific reason(s) have you not used FAIR data before? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to use FAIR data? Select your top ;Any other barriers to use FAIR data? (optional);What do you think are the biggest barriers to use open data? Select your top ;Any other barriers to use open data? (optional);What type of geospatial data do you produce / provide?;What kind of other environmental data sets do you produce / provide?  (optiona;What other geospatial data sets do you produce / provide?  (optional;At what level of scale do you primarily produce / provide geospatial data?;At what level of scale you primarily produce / provide geospatial data? (optional);From your point of view: what are important features of geospatial data for the users?: Data is easy to find online.;From your point of view: what are important features of geospatial data for the users?: Data has a clear and accessible license.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via domain-relevant community standards.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via open protocols.;From your point of view: what are important features of geospatial data for the users?: Data is rich with understandable metadata.;From your point of view: what are important features of geospatial data for the users?: Data is interoperable with other data sets.;From your point of view: what are important features of geospatial data for the users?: Data can be easily integrated in existing workflows.;From your point of view: what are important features of geospatial data for the users?: Source of data is well transparent and documented.;From your point of view: what are important features of geospatial data for the users?: Data can be reproduced.;From your point of view: what are important features of geospatial data for the users?: Data is open.;Other features are extremely important to the users?  (optional;From your point of view: how problematic do users find the following features of geospatial data?: Data are not open.;From your point of view: how problematic do users find the following features of geospatial data?: Data have poor / incomplete metadata.;From your point of view: how problematic do users find the following features of geospatial data?: Data are not available in the right formats.;From your point of view: how problematic do users find the following features of geospatial data?: Data need to be ordered.;From your point of view: how problematic do users find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to users? (optional;How can users find the geospatial data you produce / provide?;Which other way do users find the geospatial data you produce / provide? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles to you?: Data must be easy and quick to find;How important are the following FAIR principles to you?: Data must be easily accessible;How important are the following FAIR principles to you?: Data must be easily integrated into existing applications;How important are the following FAIR principles to you?: Data must be interoperable with other data;How important are the following FAIR principles to you?: Data must be reproducible;How important are the following FAIR principles to you?: Dat must be reusable;Are you providing FAIR data?;What are the main barriers stopping you from providing FAIR data? (optional);Which FAIR data sets are you providing? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to produce more FAIR data? Select your top 3!;Any other barrier(s) to produce more FAIR data? (optional);What do you think are the biggest barriers to produce more open data? Select your top 3!;Any other barrier(s) to produce more open data? (optional)
22;Italy;Other;;Scientist;;;;Man;Agriculture / land degradation;;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Extremely important;Very important;Extremely important;Extremely important;Extremely important;Very important;Important;Important;Extremely important;;Extremely problematic;Very problematic;Problematic;Problematic;Slightly problematic;;On a website;;Extremely familiar;Very important;Very important;Important;Very important;Important;Very important;Yes;;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Disagreement on data use (e.g. potential misuse)";;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities; Concerns regarding sensible data (e.g. potential misuse)";
23;Romania;Research institute;Romanian Space Agency;Scientist;;;;Man;"Climate / carbon; Risk / hazards; Agriculture / land degradation; Nature conservation / biodiversity";;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Citizen science data; Data from IoT / smart sensors";;;"Continent; Country; Federal state / region; Local";;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Extremely problematic;Extremely problematic;Problematic;Not problematic;;"Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through a commercial data provider";;Very familiar;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Yes;;;Yes, FAIR data is not necessarily open;"Missing technical solutions (e.g. missing tools to read data).; Concerns about licensing.; FAIR data is not necessarily open.";;"Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Italy;Research institute;;Scientist;;;;Man;"Risk / hazards; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;"Global; Federal state / region";;Important;Important;Very important;Important;Very important;Very important;Extremely important;Very important;Important;Extremely important;;Very problematic;Problematic;Extremely problematic;Slightly problematic;Not problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Important;Important;Extremly important;Very important;Slightly important;Very important;I don’t kn;;;I don’t kn;I don’t kn;;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Italy;Research institute;;Scientist;;;;Woman;Water resources;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;Continent;;Extremely important;Extremely important;Important;Important;Extremely important;Important;Very important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Very problematic;Extremely problematic;Slightly problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo)";;Not familiar;Extremly important;Extremly important;Important;Very important;Extremly important;Extremly important;Yes;;;I don’t kn;Lack of knowledge about the benefits of FAIR data.;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Italy;Research institute;CNR IRPI;Scientist;;;;Man;"Risk / hazards; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;Global;;Slightly important;Important;Slightly important;Slightly important;Slightly important;Slightly important;Slightly important;Important;Slightly important;Important;data are accessible and downloadable in a user friendly way;Problematic;Slightly problematic;Slightly problematic;Slightly problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Slightly important;Slightly important;Slightly important;Slightly important;Slightly important;Slightly important;I don’t kn;;;I don’t kn;I don’t kn;;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Austria;Research institute;IIASA;Scientist;;;;Man;Forestry;;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner)";;;"Federal state / region; Local";;Extremely important;Extremely important;No opinion;Important;Very important;Extremely important;Very important;Very important;Slightly important;Important;data are reliable (accuracy figures);Extremely problematic;Problematic;Not problematic;Not problematic;Not problematic;accuracy figures for data;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Very familiar;Extremly important;Extremly important;Slightly important;Important;Not important;Important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Concerns about licensing.; FAIR data is not necessarily open.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Italy;Research institute;;Other;Postdoc;;;Man;"Risk / hazards; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;"Country; Federal state / region";;Extremely important;Very important;Very important;Very important;Extremely important;Important;Important;Very important;Extremely important;Important;;Very problematic;Very problematic;Problematic;Extremely problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Familiar;Very important;Very important;Very important;Important;Extremly important;Extremly important;No;;;I don’t kn;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.; Missing technical solutions (e.g. missing tools to read data).";;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;Italy;Research institute;CNR-IRPI;Scientist;;;;Woman;Water resources;;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;Local;;Very important;Important;No opinion;Very important;Very important;Very important;Extremely important;Important;Not important;Extremely important;;Extremely problematic;Problematic;Very problematic;Not problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Important;Extremly important;Extremly important;Extremly important;Slightly important;Important;No;;;I don’t kn;I don’t kn;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Croatia;Company;;Technician;;;;Man;"Agriculture / land degradation; Forestry; Nature conservation / biodiversity";;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner)";;;"Continent; Country; Federal state / region; Local";;Extremely important;Very important;Very important;Important;Very important;Important;Slightly important;Slightly important;Important;Very important;;Very problematic;Problematic;Slightly problematic;Slightly problematic;Not problematic;;"Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo)";;Slightly familiar;Very important;Important;Slightly important;Slightly important;Slightly important;Very important;Partially;;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear); Disagreement on data use (e.g. potential misuse)";;"Economic disadvantage (e.g. costs to produce data are not covered); Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Missing infrastructure (e.g. large data traffic overloads system)";
31;United Kingdom;University;University of Sheffield;Scientist;;;;Man;Forestry;;> 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Country;;Very important;Very important;Important;Important;Very important;Important;Very important;Extremely important;Very important;Extremely important;;Extremely problematic;Very problematic;Problematic;Slightly problematic;Slightly problematic;;On a website;;Familiar;Important;Important;Important;Important;Important;Important;No;Data supplier restrictions;;I don't know;"Lack of resources (e.g. personnel, time); Restrictive policies (e.g. restrict data sharing guidelines); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Economic disadvantage (e.g. costs to produce data are not covered); Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Restrictive policies (e.g. e.g. restrict data sharing guidelines)";
32;Germany;Research institute;https://ror.org/04z8jg394;Technician;;;;Man;"Risk / hazards; Water resources";;40 - 50 years;a user of geospatial data;"Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Data from IoT / smart sensors; Other environmental data / information";DEM;;Country;;Important;Extremely important;Very important;Extremely important;Very important;Slightly important;Important;Very important;Very important;Important;;Slightly problematic;Very problematic;Problematic;Slightly problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Slightly familiar;Slightly important;Important;Slightly important;Slightly important;Very important;Important;No;;;No, FAIR data is always open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Germany;Government / public administration;;Technician;;;;Man;Nature conservation / biodiversity;;20 - 30 years;a user of geospatial data;Data from IoT / smart sensors;;;Federal state / region;;Very important;Extremely important;No opinion;Not important;Very important;Extremely important;Extremely important;Very important;Very important;Important;;Slightly problematic;Very problematic;Extremely problematic;Not problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Not familiar;Extremly important;Very important;Very important;Extremly important;Important;Very important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.; Missing technical solutions (e.g. missing tools to read data).";;Missing support (e.g. lack of contact person for questions).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Germany;Government / public administration;;Scientist;;;;Woman;Nature conservation / biodiversity;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;"Country; Federal state / region; Local";;Extremely important;Extremely important;No opinion;No opinion;Extremely important;Very important;Very important;Important;Not important;Important;;Problematic;Very problematic;Problematic;Problematic;Slightly problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Extremly important;Extremly important;Very important;Extremly important;Important;Important;I don’t kn;;;I don’t kn;I don’t kn;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Germany;Government / public administration;;Scientist;;;;Woman;"Nature conservation / biodiversity; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner)";;;Country;;Extremely important;Very important;Very important;No opinion;Important;Important;Very important;Very important;No opinion;Extremely important;;Extremely problematic;Problematic;Very problematic;No opinion;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Not familiar;Extremly important;Extremly important;Very important;Important;Not important;No opinion;I don’t kn;;;I don’t kn;Concerns about licensing.;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).";"Willingness of ""owners"" to give the data to public use for free";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Germany;Research institute;;Scientist;;;;Woman;Infrastructure / transportation;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Data from IoT / smart sensors; Other environmental data / information; Other geospatial data sets";;;"Country; Federal state / region";;Extremely important;Extremely important;Extremely important;No opinion;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Slightly problematic;Problematic;Problematic;Problematic;Not problematic;;"Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Other";;Not familiar;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;I don’t kn;;;I don’t kn;Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).;;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Germany;Government / public administration;;Policy advisor;;;;Man;Nature conservation / biodiversity;;> 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"In-situ data; Citizen science data";;;"Country; Federal state / region; Local";;Very important;Very important;Very important;Very important;Very important;Very important;Important;Important;Slightly important;Important;;Slightly problematic;Problematic;Slightly problematic;Slightly problematic;Slightly problematic;;On a website;;Familiar;Important;Important;Slightly important;Important;Slightly important;Important;Partially;Citizen science data are not easily reproducable;;Yes, FAIR data is not necessarily open;"Missing incentives (e.g. uncertain benefit, lack of recognition); Restrictive policies (e.g. restrict data sharing guidelines); Disagreement on data use (e.g. potential misuse)";;"Disagreement on data use (e.g. use case is against ethical and moral principles of producer); Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Concerns regarding sensible data (e.g. potential misuse)";
38;Germany;Research institute;GFZ;Scientist;;;;Man;Risk / hazards;;> 60 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Other environmental data / information";Geological maps;;"Federal state / region; Local";;Extremely important;Extremely important;Important;Important;Very important;Very important;Very important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Very problematic;Very problematic;Problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Slightly familiar;Very important;Extremly important;Very important;Very important;Extremly important;Extremly important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Concerns about licensing.";;Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Germany;Research institute;Deutsches GFZ Potsdam;Scientist;;;;Man;Risk / hazards;;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner);;;Global;;Extremely important;Very important;Extremely important;Extremely important;Very important;Very important;Extremely important;Important;No opinion;Very important;;Very problematic;Problematic;Very problematic;Problematic;Slightly problematic;;"Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo)";;Extremely familiar;Extremely important;Very important;Very important;Important;Important;Slightly important;Yes;;Seismological datasets;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Economic disadvantage (e.g. costs to produce data are not covered); Competitive disadvantage (e.g. missing business opportunities";
40;Germany;Government / public administration;;Scientist;;;;Woman;Nature conservation / biodiversity;;40 - 50 years;a user of geospatial data;Other environmental data / information;;;"Country; Federal state / region";;Slightly important;Very important;No opinion;No opinion;Extremely important;Extremely important;Extremely important;Extremely important;No opinion;Important;;Problematic;Extremely problematic;Extremely problematic;Not problematic;Not problematic;;Other;;Not familiar;Slightly important;Very important;Extremly important;Extremly important;No opinion;No opinion;I don’t kn;;;I don’t kn;I don’t kn;;I don’t kn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Germany;Government / public administration;;Scientist;;;;Woman;Nature conservation / biodiversity;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other environmental data / information";ATKIS maps;;Country;;Extremely important;Important;Important;Very important;Extremely important;Important;Important;Slightly important;Important;Extremely important;;Very problematic;Extremely problematic;Very problematic;Slightly problematic;Not problematic;;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Extremly important;Extremly important;Very important;Important;Important;Important;I don’t kn;;;I don’t kn;Lack of knowledge about the benefits of FAIR data.;;"Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Germany;Government / public administration;Federal Agency for Nature Conservation;Scientist;;;;Man;"Coastal marine areas; Nature conservation / biodiversity; Water resources";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; In-situ data; Citizen science data";;;Federal state / region;;Very important;Extremely important;Very important;Extremely important;Extremely important;Very important;Extremely important;Very important;Important;Extremely important;;Very problematic;Extremely problematic;Slightly problematic;Very problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Familiar;Extremly important;Extremly important;Very important;Very important;Important;Very important;No;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Concerns about licensing.; FAIR data is not necessarily open.";;"Concerns on metadata (e.g. uncomplete, too complex).; Lack of continuity (e.g. no guaranteed continuation).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Germany;Government / public administration;Federal Agency for Nature Conservation;Scientist;;;;Man;Nature conservation / biodiversity;;20 - 30 years;a user of geospatial data;"In-situ data; Other geospatial data sets";;;"Country; Federal state / region; Local";;Extremely important;Extremely important;Extremely important;Slightly important;Important;Extremely important;Very important;Important;Extremely important;Extremely important;;Very problematic;Very problematic;Extremely problematic;Very problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Very important;Very important;Very important;Extremly important;Very important;Extremly important;Yes;;;I don’t kn;I don’t kn;;"Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Germany;Government / public administration;;Scientist;;;;Man;Nature conservation / biodiversity;;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Country; Federal state / region";;Extremely important;Extremely important;Very important;Very important;Extremely important;Very important;Very important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Extremely problematic;Slightly problematic;Problematic;Slightly problematic;;"On a website; Through geospatial catalogs (e.g. geoportal)";;Very;Extremely important;Extremely important;Very important;Very important;Extremely important;Extremely important;Yes;;Nature conservation context;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Disagreement on data use (e.g. potential misuse)";;"Competitive disadvantage (e.g. missing business opportunities; Legal concerns regarding licensing (e.g. disagreement on ownership & copyrights); Legal concerns regarding privacy protection (e.g. potential violation of personal rights)";
45;Germany;Research institute;pik;Scientist;;;;Woman;"Agriculture / land degradation; Forestry";;40 - 50 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Federal state / region;;Important;Slightly important;Important;Very important;Very important;Important;Important;Important;Not important;Extremely important;;Extremely problematic;Very problematic;Very problematic;Slightly problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Very important;Very important;Very important;Very important;Slightly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; FAIR data is not necessarily open.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Luxembourg;Research institute;LIST;Scientist;;;;Man;"Agriculture / land degradation; Forestry";;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Federal state / region; Local";;Extremely important;Slightly important;Important;Slightly important;Very important;Very important;Very important;Very important;Important;Slightly important;;Problematic;Problematic;Very problematic;Very problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Extremly important;Extremly important;Extremly important;Very important;Important;Important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Missing support (e.g. lack of contact person for questions).; Missing technical solutions (e.g. lack of tools to process data).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Austria;Government / public administration;Umweltbundesamt GmbH;Technician;;;;Man;"Atmosphere / weather; Climate / carbon; Agriculture / land degradation; Nature conservation / biodiversity";;50 - 60 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); Citizen science data; Data from IoT / smart sensors; Other environmental data / information";;;Country;;Very important;Extremely important;Extremely important;Extremely important;Very important;Extremely important;Slightly important;Important;Slightly important;Important;;Problematic;Very problematic;Very problematic;Slightly problematic;Slightly problematic;;"Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Other";Open data plattforms;Slightly familiar;Slightly important;Slightly important;Slightly important;Extremly important;Slightly important;Very important;I don’t kn;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of guidelines how to use FAIR data.";;"Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
